"name","scientificName","countryCode","decimalLongitude","decimalLatitude","key","basisOfRecord","publishingOrg","year","gbifID","taxa","acronym"
NA,"Dactylis glomerata L.","NO",10.826981,59.619951,"2549766799","HUMAN_OBSERVATION",NA,2020,"2549766799","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.859976,59.602729,"2549767805","HUMAN_OBSERVATION",NA,2020,"2549767805","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",143.849253,-37.582078,"2550004964","HUMAN_OBSERVATION",NA,2020,"2550004964","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",85.584142,51.590117,"2550016770","HUMAN_OBSERVATION",NA,2020,"2550016770","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.403176,-37.876286,"2550024769","HUMAN_OBSERVATION",NA,2020,"2550024769","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",85.589946,51.588001,"2550052578","HUMAN_OBSERVATION",NA,2020,"2550052578","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.30047,48.475853,"2550068215","HUMAN_OBSERVATION",NA,2020,"2550068215","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",85.558753,51.576298,"2550068624","HUMAN_OBSERVATION",NA,2020,"2550068624","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NL",6.61701,53.241717,"2550068766","HUMAN_OBSERVATION",NA,2020,"2550068766","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-79.874421,43.269862,"2550092165","HUMAN_OBSERVATION",NA,2020,"2550092165","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-122.8032,49.229961,"2550100525","HUMAN_OBSERVATION",NA,2020,"2550100525","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",56.51738,55.453022,"2550122954","HUMAN_OBSERVATION",NA,2020,"2550122954","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.393343,-37.880882,"2550125278","HUMAN_OBSERVATION",NA,2020,"2550125278","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-80.171103,43.003282,"2550135158","HUMAN_OBSERVATION",NA,2020,"2550135158","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.525863,40.60464,"2550136055","HUMAN_OBSERVATION",NA,2020,"2550136055","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.854838,59.623022,"2556500139","HUMAN_OBSERVATION",NA,2020,"2556500139","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.135593,59.760845,"2556502555","HUMAN_OBSERVATION",NA,2020,"2556502555","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.886369,59.622691,"2556503434","HUMAN_OBSERVATION",NA,2020,"2556503434","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.834257,59.63034,"2556511535","HUMAN_OBSERVATION",NA,2020,"2556511535","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.872705,59.627478,"2556516766","HUMAN_OBSERVATION",NA,2020,"2556516766","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.887914,59.610609,"2556651114","HUMAN_OBSERVATION",NA,2020,"2556651114","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NZ",168.424905,-45.092009,"2557750331","HUMAN_OBSERVATION",NA,2020,"2557750331","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NZ",174.67865,-36.751161,"2557793449","HUMAN_OBSERVATION",NA,2020,"2557793449","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-79.859818,43.348457,"2557795051","HUMAN_OBSERVATION",NA,2020,"2557795051","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",46.421099,55.496807,"2557795618","HUMAN_OBSERVATION",NA,2020,"2557795618","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.364097,48.410672,"2557809193","HUMAN_OBSERVATION",NA,2020,"2557809193","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.365783,48.411792,"2557809782","HUMAN_OBSERVATION",NA,2020,"2557809782","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.522357,40.592762,"2557814246","HUMAN_OBSERVATION",NA,2020,"2557814246","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.407032,63.438773,"2557818729","HUMAN_OBSERVATION",NA,2020,"2557818729","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",15.429652,58.400632,"2558359730","HUMAN_OBSERVATION",NA,2020,"2558359730","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.244842,59.085871,"2558404821","HUMAN_OBSERVATION",NA,2020,"2558404821","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.173614,59.065378,"2558439717","HUMAN_OBSERVATION",NA,2020,"2558439717","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",15.494241,58.393915,"2558451715","HUMAN_OBSERVATION",NA,2020,"2558451715","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.286254,59.047433,"2558464788","HUMAN_OBSERVATION",NA,2020,"2558464788","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.332733,58.984613,"2558484715","HUMAN_OBSERVATION",NA,2020,"2558484715","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.64783,56.759152,"2558486815","HUMAN_OBSERVATION",NA,2020,"2558486815","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.670464,59.95635,"2558493047","HUMAN_OBSERVATION",NA,2020,"2558493047","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.290925,59.046259,"2558512795","HUMAN_OBSERVATION",NA,2020,"2558512795","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",14.836692,59.264126,"2558530805","HUMAN_OBSERVATION",NA,2020,"2558530805","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.512005,58.766207,"2558546026","HUMAN_OBSERVATION",NA,2020,"2558546026","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",15.416375,58.386042,"2558589997","HUMAN_OBSERVATION",NA,2020,"2558589997","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.355267,58.874714,"2558591892","HUMAN_OBSERVATION",NA,2020,"2558591892","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.477667,59.73771,"2558607174","HUMAN_OBSERVATION",NA,2020,"2558607174","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.512005,58.766207,"2558627025","HUMAN_OBSERVATION",NA,2020,"2558627025","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.354643,59.88172,"2558643823","HUMAN_OBSERVATION",NA,2020,"2558643823","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.639786,59.758578,"2558787177","HUMAN_OBSERVATION",NA,2020,"2558787177","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.650543,59.450427,"2560817427","HUMAN_OBSERVATION",NA,2020,"2560817427","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.756373,59.436562,"2560819273","HUMAN_OBSERVATION",NA,2020,"2560819273","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.652869,59.458303,"2560819944","HUMAN_OBSERVATION",NA,2020,"2560819944","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.925921,59.33258,"2560821804","HUMAN_OBSERVATION",NA,2020,"2560821804","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.973029,59.408138,"2560823648","HUMAN_OBSERVATION",NA,2020,"2560823648","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.6844,59.347152,"2560826101","HUMAN_OBSERVATION",NA,2020,"2560826101","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.941345,59.353279,"2560827036","HUMAN_OBSERVATION",NA,2020,"2560827036","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.685685,59.348301,"2560849718","HUMAN_OBSERVATION",NA,2020,"2560849718","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.807892,59.629359,"2560864730","HUMAN_OBSERVATION",NA,2020,"2560864730","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.972607,59.409939,"2561095236","HUMAN_OBSERVATION",NA,2020,"2561095236","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",14.940358,59.299657,"2561711841","HUMAN_OBSERVATION",NA,2020,"2561711841","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.272043,59.044383,"2561779899","HUMAN_OBSERVATION",NA,2020,"2561779899","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.325286,59.789045,"2561799922","HUMAN_OBSERVATION",NA,2020,"2561799922","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.151156,59.069718,"2562016825","HUMAN_OBSERVATION",NA,2020,"2562016825","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CZ",14.322435,50.040772,"2563491335","HUMAN_OBSERVATION",NA,2020,"2563491335","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",20.484398,54.954594,"2563495429","HUMAN_OBSERVATION",NA,2020,"2563495429","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","GB",-1.667417,55.01517,"2563503786","HUMAN_OBSERVATION",NA,2020,"2563503786","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.393372,-37.880757,"2563528649","HUMAN_OBSERVATION",NA,2020,"2563528649","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.351965,-37.887486,"2563543113","HUMAN_OBSERVATION",NA,2020,"2563543113","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","PT",-9.293782,38.625304,"2563549224","HUMAN_OBSERVATION",NA,2020,"2563549224","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",37.692656,55.609484,"2563566451","HUMAN_OBSERVATION",NA,2020,"2563566451","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.699699,-37.416726,"2563574863","HUMAN_OBSERVATION",NA,2020,"2563574863","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",145.331633,-37.923418,"2563586648","HUMAN_OBSERVATION",NA,2020,"2563586648","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.502444,41.986125,"2563587869","HUMAN_OBSERVATION",NA,2020,"2563587869","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","LT",21.123138,55.662813,"2563589374","HUMAN_OBSERVATION",NA,2020,"2563589374","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",36.554523,50.605769,"2563603155","HUMAN_OBSERVATION",NA,2020,"2563603155","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-80.555113,43.475709,"2563605332","HUMAN_OBSERVATION",NA,2020,"2563605332","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-78.739053,44.384117,"2563606350","HUMAN_OBSERVATION",NA,2020,"2563606350","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","GB",-1.515824,55.124069,"2563615942","HUMAN_OBSERVATION",NA,2020,"2563615942","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",37.352525,55.656818,"2563620657","HUMAN_OBSERVATION",NA,2020,"2563620657","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.307495,48.460655,"2563621067","HUMAN_OBSERVATION",NA,2020,"2563621067","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-87.829457,41.897835,"2563636536","HUMAN_OBSERVATION",NA,2020,"2563636536","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-87.829457,41.897835,"2563636901","HUMAN_OBSERVATION",NA,2020,"2563636901","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",146.000026,-38.217743,"2563639690","HUMAN_OBSERVATION",NA,2020,"2563639690","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","KZ",77.019502,43.154425,"2563640377","HUMAN_OBSERVATION",NA,2020,"2563640377","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","FR",-1.636324,48.114656,"2563641457","HUMAN_OBSERVATION",NA,2020,"2563641457","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.622575,40.569935,"2563644845","HUMAN_OBSERVATION",NA,2020,"2563644845","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.506781,40.60787,"2563645367","HUMAN_OBSERVATION",NA,2020,"2563645367","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",18.147514,59.268038,"2564683006","HUMAN_OBSERVATION",NA,2020,"2564683006","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.658076,59.82222,"2564693088","HUMAN_OBSERVATION",NA,2020,"2564693088","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-72.496522,42.331628,"2573816445","HUMAN_OBSERVATION",NA,2020,"2573816445","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.364751,48.413601,"2573904426","HUMAN_OBSERVATION",NA,2020,"2573904426","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AR",-62.01972,-38.064057,"2573904478","HUMAN_OBSERVATION",NA,2020,"2573904478","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-122.666336,49.020681,"2573926770","HUMAN_OBSERVATION",NA,2020,"2573926770","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","ES",-8.698545,42.25268,"2573968405","HUMAN_OBSERVATION",NA,2020,"2573968405","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","AU",146.3401,-37.8213,"2574060641","HUMAN_OBSERVATION",NA,2020,"2574060641","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","CA",-123.294043,48.437797,"2574065585","HUMAN_OBSERVATION",NA,2020,"2574065585","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","US",-74.626574,40.576059,"2574080037","HUMAN_OBSERVATION",NA,2020,"2574080037","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","ZA",28.613145,-28.497868,"2574126546","HUMAN_OBSERVATION",NA,2020,"2574126546","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","RU",40.131993,54.038714,"2574133542","HUMAN_OBSERVATION",NA,2020,"2574133542","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","PE",-70.012857,-17.450376,"2574176266","HUMAN_OBSERVATION",NA,2020,"2574176266","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SI",15.300669,45.987309,"2574209507","HUMAN_OBSERVATION",NA,2020,"2574209507","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NZ",174.892368,-36.603483,"2574282849","HUMAN_OBSERVATION",NA,2020,"2574282849","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","ZA",28.616656,-28.506594,"2576352888","HUMAN_OBSERVATION",NA,2020,"2576352888","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.890609,59.64319,"2563265423","HUMAN_OBSERVATION",NA,2020,"2563265423","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",15.840092,59.941257,"2564346131","HUMAN_OBSERVATION",NA,2020,"2564346131","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.666592,59.824595,"2564379080","HUMAN_OBSERVATION",NA,2020,"2564379080","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.594637,59.821719,"2564383088","HUMAN_OBSERVATION",NA,2020,"2564383088","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.611381,59.839027,"2564420156","HUMAN_OBSERVATION",NA,2020,"2564420156","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",18.377986,57.278757,"2564451030","HUMAN_OBSERVATION",NA,2020,"2564451030","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.597664,59.966193,"2564498099","HUMAN_OBSERVATION",NA,2020,"2564498099","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.590451,59.865046,"2564578040","HUMAN_OBSERVATION",NA,2020,"2564578040","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.815312,60.619565,"2564595059","HUMAN_OBSERVATION",NA,2020,"2564595059","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",12.070977,57.805593,"2564631165","HUMAN_OBSERVATION",NA,2020,"2564631165","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",15.595894,59.193856,"2564720070","HUMAN_OBSERVATION",NA,2020,"2564720070","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.386452,59.654674,"2564773120","HUMAN_OBSERVATION",NA,2020,"2564773120","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.690257,59.48179,"2565063239","HUMAN_OBSERVATION",NA,2020,"2565063239","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.545278,59.933013,"2565069208","HUMAN_OBSERVATION",NA,2020,"2565069208","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",7.933166,62.999495,"2565070178","HUMAN_OBSERVATION",NA,2020,"2565070178","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.636322,59.466414,"2565220206","HUMAN_OBSERVATION",NA,2020,"2565220206","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",11.013821,59.421526,"2569364451","HUMAN_OBSERVATION",NA,2020,"2569364451","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.770863,59.871671,"2569365454","HUMAN_OBSERVATION",NA,2020,"2569365454","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",11.01551,59.414405,"2569508157","HUMAN_OBSERVATION",NA,2020,"2569508157","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.976685,59.443655,"2569532160","HUMAN_OBSERVATION",NA,2020,"2569532160","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.626037,59.454326,"2569551113","HUMAN_OBSERVATION",NA,2020,"2569551113","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",6.423044,62.43749,"2569587107","HUMAN_OBSERVATION",NA,2020,"2569587107","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",10.747354,59.691329,"2571550485","HUMAN_OBSERVATION",NA,2020,"2571550485","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","NO",9.221206,58.71111,"2571553020","HUMAN_OBSERVATION",NA,2020,"2571553020","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",12.700992,56.043921,"2572337094","HUMAN_OBSERVATION",NA,2020,"2572337094","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.353529,59.958468,"2572374295","HUMAN_OBSERVATION",NA,2020,"2572374295","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.295192,59.042096,"2572399023","HUMAN_OBSERVATION",NA,2020,"2572399023","Dactylis glomerata","DACGLO"
NA,"Dactylis polygama Horv.","SE",17.306691,59.067742,"2572426919","HUMAN_OBSERVATION",NA,2020,"2572426919","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.55666,59.415845,"2572430085","HUMAN_OBSERVATION",NA,2020,"2572430085","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",11.899488,58.293197,"2572437125","HUMAN_OBSERVATION",NA,2020,"2572437125","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",11.966045,58.383876,"2572524159","HUMAN_OBSERVATION",NA,2020,"2572524159","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",16.306668,58.958613,"2572627119","HUMAN_OBSERVATION",NA,2020,"2572627119","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",11.963835,58.350708,"2572633240","HUMAN_OBSERVATION",NA,2020,"2572633240","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",11.926321,57.50492,"2572666115","HUMAN_OBSERVATION",NA,2020,"2572666115","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",17.354643,59.88172,"2572677053","HUMAN_OBSERVATION",NA,2020,"2572677053","Dactylis glomerata","DACGLO"
NA,"Dactylis glomerata L.","SE",11.887137,58.329896,"2572693088","HUMAN_OBSERVATION",NA,2020,"2572693088","Dactylis glomerata","DACGLO"
